,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33
Grid voltage (V),-0.01312643431978601,-0.00886032806405417,0.007152325018765996,0.006168329215425624,0.002798511504602966,0.0004999181247342648,-0.02532439539854377,0.014089888350874704,-0.13686025316339576,-0.048572848707850676,-0.049976458046370555,-0.18482315081361056,0.2795330425422109,-0.25179888446573107,0.2401911285404556,-0.27663271665252787,0.060961681545062985,-0.0837661439761412,0.12164856111731347,0.2845484228379317,-0.007178660927136125,-0.18580240352798266,0.03206735893756324,-0.03669139980335216,0.20428181509576449,0.0928039832142329,-0.09498869787874152,0.06059554260329468,0.09625703117056097,0.037597066903641285,0.0450804255287309,-0.022498167015414728,-0.1602563114723438
"Grid voltage, Max (V)",-0.0213054240925125,0.025778415849488034,0.08933255704015491,0.22947947603011906,-0.11418444230220508,0.076445066048706,0.1658357660595876,-0.00017594499434758014,-0.003976291197496375,0.033453961813152425,0.0041862012866530065,-0.023404326079326934,0.006553907551171813,-0.009376305308016395,0.03795405937057863,-0.004240289404278621,-0.0907922711453515,0.13354778134781417,-0.14750048880281139,0.07454773380888399,-0.18902931363251804,0.03149847235242155,-0.001595556619697216,0.01127541678655243,0.03894394706799249,0.029129116339521907,0.012443817496655029,-0.03786965519624625,0.037470461296537076,0.004162458245698365,0.02581786037645304,0.04063408087386531,0.11189414071280696
"Grid voltage, Min (V)",-0.038444456000973855,0.019278552245573757,0.08754280250695587,0.23234531060158545,-0.11545379627967106,0.0722628205989731,-0.06285163303340008,0.09747381511964336,0.01672828603543206,0.11589437965702364,0.02367038163331061,-0.04669631059330213,0.008266734070868729,0.004471460897421237,0.03254112892926567,0.005612524159417366,-0.060258814724197717,0.13655124318553108,-0.15419656617067196,0.05427427580909212,-0.1524690079316826,0.04328872574574952,-0.0032923120650557797,0.014267953770383339,0.04466128493386991,0.023886158180154035,-0.008195504941664164,-0.021160608388711998,0.010758152474605423,-0.014462646217977751,-0.019145263748629272,0.025089791156675537,-0.11527603395742436
"Grid voltage, Standard deviation (V)",0.02144457213616912,0.003902483088790358,-0.006524223549918977,-0.01686884807858299,0.011113720542962764,-0.0030465488357230373,0.34518705686313,-0.14970340541083638,-0.02625639779223647,-0.12851416653669095,-0.027530288407416535,0.04653005924883268,-0.01812972246539108,-0.007980246565988862,-0.0035723122829404335,-0.001376075198378407,-0.03406451332220912,-0.018642428528795867,0.0056358564284843884,0.014106516849555998,-0.03861225028352226,-0.013032999200277126,0.0009611660596178357,-0.0035025449401145554,-0.02161796009100616,-0.0036044971437363053,0.038709479170140185,-0.022979875589044997,0.023657450200516735,0.02591674633710761,0.06873369939035726,0.031003760809182983,0.35728137917584285
"Voltage L1 / U, Min (V)",-0.019703652287362348,0.012375703877326923,0.07922624889557309,0.25402330556752645,-0.1047414509957705,0.11158991625008072,-0.11469742216491964,0.06681811588978602,0.007637497396502801,-0.011831861965401223,-0.010404379711308006,-0.013170733676683056,-0.021988002969253618,0.013024538265266686,-0.04168536209876794,-0.0033422775188858916,0.06801966531887288,-0.09085518355916622,0.15318154059003522,-0.06960301573053226,0.16496657723759584,-0.03677287926350393,0.0006910733951435689,-0.012438396713437255,-0.03632305777246551,-0.020989144591259515,-0.0004872793966412027,0.02227855725050125,-0.019588850428929473,0.0009028426036022195,0.008143225976268214,-0.026788866231826934,0.0429382012273201
"Voltage L1 / U, Max (V)",-0.004074267330834053,0.02270618523747432,0.08538010244858209,0.24315377399533006,-0.10464572758605142,0.1052512300048546,0.15896191198204554,-0.027109365394295395,-0.016653615358466538,-0.0597890149782144,-0.02465882512594656,-0.012421876916388144,-0.009705115042765444,0.009201796502017875,-0.038488456226670784,-0.018758824903133388,0.07711264563528816,-0.11492128933285069,0.1510834332268651,-0.06013051062772666,0.14480368504818167,-0.06007726189970341,0.0031384000552718136,-0.017577948963985842,-0.048598646434336715,-0.03240309422326095,0.012780840886952307,0.018030587765951542,-0.027543731510330745,0.01748250424934788,0.02682997515781127,-0.02457668029494757,0.01224095476395038
"Voltage L1 / U, Standard deviation (V)",0.018951642066473744,0.01320250842186552,0.010998823425020648,-0.030262760779907395,0.013012837874598717,-0.027931528359459824,0.43464029420110833,-0.14158242686544414,-0.028433789260500848,-0.06373915709484348,-0.012520651750688604,0.007575323679679986,0.0037184756803185517,-0.0050243341172360595,0.008629761236920431,-0.005577286628012887,0.023765702072734925,-0.04365276030302749,-0.04561823928990594,0.0018969830531141776,0.0004976248951821423,-0.004327238829873807,-0.001093205441013059,0.0024421315393908984,0.002714744930990741,-0.006874267212170123,-0.011769457936480992,0.006886916540636716,-0.01523792362598144,-0.004754169815080707,-0.010531177767715984,0.0024152294651622955,-0.09966360504574082
"Voltage L2 / V, Min (V)",-0.030549394036612366,0.013697030703012977,0.07800829290890562,0.24784349251698373,-0.10451986689413759,0.11943055329757095,-0.12374202160225234,0.054714132306172655,0.006311509918279709,-0.038570739399389306,-0.020022792649919016,0.004363324656941484,-0.02748647779971939,0.005237474403518751,-0.04074618104875146,0.0011705585029377007,0.053291492310441925,-0.09862359959700079,0.15212178933195183,-0.06736886211465014,0.14816311886325303,-0.019622301565797525,0.0032447860547727943,-0.011691614159281868,-0.027836626792259372,-0.013336602703785894,0.0036192854696078004,0.024363593716724925,-8.191556911144818e-05,-0.012965771522311634,-0.02386833284905541,-0.026109554602228528,0.013456629418047625
"Voltage L2 / V, Max (V)",-0.020125879326940828,0.020157339325124667,0.08372998763327187,0.24090835396534943,-0.10365184862986955,0.10993955553398296,0.15005532224170454,-0.0411592564743661,-0.017850172318772856,-0.09746384360316591,-0.03379584165797847,0.011962024714112951,-0.024989534468428234,-0.00017082915332815475,-0.033997106299382955,-0.01084139217518842,0.06078039104536598,-0.12187538493693015,0.1428103665127701,-0.05689446038442034,0.13739692678255036,-0.04048056079032412,0.004782029364144554,-0.016651683698764824,-0.03463848090968339,-0.020873748350420933,0.012106063153040986,0.02402439993369652,-0.011318737882834093,-0.003712101761633081,-0.021304941178868893,-0.028636648214712117,-0.02196090730636616
"Voltage L2 / V, Standard deviation (V)",0.013908986554700195,0.008012520684211296,0.008998731175780242,-0.02615847100702068,0.013170961897014933,-0.03117006020511701,0.4347294392319585,-0.14423602261407484,-0.029102069255838116,-0.07769513474828274,-0.01243174846017237,0.014666775656516029,-0.005853093032325537,-0.00684774890046621,0.013515510622010424,-0.003710768979633153,0.021133274163107233,-0.041467938926333006,-0.05257990721430477,0.005914192813780335,0.007520458761144121,-0.006692450017948479,-0.0019315292676137612,0.0014140448706177334,0.0065359689968667025,-0.0032418341674472252,-0.014761084421957345,0.010347132889739066,-0.020684047063240743,-0.009375643948600382,-0.02308497692877562,-0.002967675603748488,-0.09526826288423036
"Voltage L3 / W, Min (V)",-0.028926170551791582,0.006779017467771203,0.06205884028354128,0.24193289877830865,-0.11649383255895855,0.12599915222264713,-0.12250380222418236,0.08159177478257869,0.009952367117294468,-0.02386201586492553,-0.01759483181928988,0.005506355780761766,-0.026322665032561785,-0.004671962787502454,-0.028352722696266364,-0.00489798559019103,0.014042893112093884,-0.09059590322216937,0.13522465709787265,-0.08799290205786497,0.18479180725095626,-0.020049674655499727,-0.0019847779274189178,-0.004325288444538174,-0.03545542725192464,-0.010693556482708793,-0.04018477331795116,0.005952775927624519,-0.005060083507508976,-0.011383045658341539,-0.031888871252473285,-0.042604182246308644,-0.0019364166960218337
"Voltage L3 / W, Max (V)",-0.015851179660870855,0.014778027255525404,0.06746120247831558,0.23269499481527145,-0.11617572010658127,0.1164507745295372,0.177120831969908,-0.020945264403276032,-0.01628647924061715,-0.08370059247429411,-0.03179172704934169,0.012515877756984272,-0.01989972633992916,-0.01096277351834587,-0.022224730039848723,-0.018885396110489762,0.021116333100072368,-0.11574040239991504,0.12558781807400637,-0.0785563544235922,0.17199203377317868,-0.04321307723427094,-0.00022558284650906228,-0.00968482336829132,-0.04460751839859388,-0.019371251796611488,-0.03202963451281335,0.003769960554229396,-0.016160314788786555,0.0003959930109885211,-0.02672409350093741,-0.045760267763073556,-0.04271816430005963
"Voltage L3 / W, Standard deviation (V)",0.015393962505335671,0.009397179870124681,0.00932992337982239,-0.02641141489301562,0.012788816131503924,-0.03053472157552692,0.4354003523791977,-0.1434012138882422,-0.029013322210269053,-0.07367649348648117,-0.01136505756302655,0.013047285454789049,-0.003060419498253693,-0.0068183923082847245,0.011660904802974943,-0.004076814479498157,0.022288273628169184,-0.0423251661046258,-0.05074945649866218,0.0051271058527257735,0.006162521592899491,-0.006827882117307797,-0.001684959434621143,0.0013074084263136158,0.005834874308948093,-0.004613804813427082,-0.013086412820215457,0.010157818092983509,-0.020240333887821628,-0.007429575387174928,-0.020875117711667925,-0.002090288671880689,-0.09717246716309597
Current L1 / U (A),0.14108593153528529,0.008580212600086115,-0.006525730851665898,0.02726028776431062,0.002717264364271058,-0.02385919901718926,-0.015750366960526018,-0.005395389756950179,-0.0015439832567573156,-0.031057094721586825,0.008728126532560913,0.0014066257345680666,-0.00813295929847271,-0.002599097345178732,0.01636224525602901,-0.03804653185826229,0.002265692043796713,-0.006134881999437423,0.008348906713147117,0.004476523857772962,-0.012891129464701877,-0.009270196068028178,0.00014556407362878551,-0.0008471448317553922,0.01582512140635363,0.01125617995578335,-0.017603693502097992,-0.013164493500608164,0.009278532895882579,-0.023606880404987318,-0.02042623433564609,0.02372738612418363,0.019014485901721043
Current L2 / V (A),0.14105204201819224,0.008741669967750176,-0.006503025352158894,0.02783147575198226,0.0027032772743869437,-0.024375523290854836,-0.015723257500032624,-0.00529586455383569,-0.0017143779887117238,-0.03097374138844608,0.008437877751817813,0.0011324497886968776,-0.007698936613406941,-0.00273158752558287,0.016494101648852722,-0.037961955085739525,0.0021678012256759927,-0.006439180057233249,0.008485052823761174,0.004229263842734655,-0.013389197139592504,-0.008893563238454014,0.0002486046830734749,-0.0007940652368261768,0.01565981845401286,0.011113212794690974,-0.017419116144403144,-0.01328208682334456,0.00940806336846562,-0.023398834376913168,-0.019966180819400336,0.023933722631640793,0.01920050706771115
Current L3 / W (A),0.1410706132309928,0.008608629362715805,-0.006536471716092034,0.027521342996117876,0.0028872674378899506,-0.02415411435038664,-0.015737740191699,-0.005214123943798067,-0.0009747789462082261,-0.031300967659451465,0.008178123736993835,0.0014706692208882365,-0.007736480082991375,-0.002801682382368272,0.016828231179664383,-0.03865101117472641,0.0026206579206025115,-0.006079316852565626,0.008241329510604993,0.004179709366156582,-0.013020764336787602,-0.008961178803686692,0.00022981515634113944,-0.0007469133597919014,0.016042906584135312,0.010848904925072615,-0.017540516215880833,-0.012708498295113217,0.009004120276769929,-0.023611637489180822,-0.019361105697835723,0.02331329797357374,0.018261345348353678
Grid current (A),0.14065054530338178,0.008102813810694184,-0.006216804544164403,0.02804481420985879,0.0011550806493811898,-0.025534236729849877,-0.014263955316345544,-0.006229982516615048,0.01127714753551949,-0.028607066384813973,0.010930969698554945,0.018707106495587864,-0.03239128568712296,0.018099528676045872,-0.005090174386965839,-0.01489791554734438,-0.005618393225214368,-0.00032056805780045564,-0.0021014840806751816,-0.012706849421798512,-0.01658831108579838,0.00020694980269300343,0.0019393017593610344,0.0023068181590033196,0.007688623285910458,0.005474117203641179,-0.018739624513422995,-0.016965098094610533,0.014871020847169625,-0.02127480395326093,-0.015355595942085246,0.0015991688885065684,-0.02170065243020642
Motor current axis 1 (A),0.04025708058124701,0.14599231614058433,-0.13532836078381483,0.011394243667836363,-0.013840173761575893,0.0035447582239475227,0.0004695252851146849,0.11358768324418736,-0.0870708949293486,-0.1340869773378795,-0.01114563306860958,-0.024644303776930325,0.02070067107936588,-0.08476147367496287,0.07727325218195913,-0.1667946623953043,0.018043934489063378,0.01639401805841261,-8.35787473309809e-05,-0.12049247146159861,-0.07796442960158811,0.14676459331577169,0.010158406459380974,0.038111044723172685,-0.07060757970981801,0.021373178535569293,0.015205045752173175,-0.07393497170541674,-0.0776843949357316,-0.128147549249831,0.004874376450165002,-0.01771267398539305,0.0694731387065994
Motor current axis 2 (A),0.016821422658022542,0.1391763438033019,-0.12404197158264253,-6.997666771468259e-05,-0.017542301155871343,0.02863729360073656,0.020701541505346144,0.12616991074389103,-0.07287581460413124,-0.12333636939452111,-0.009577594807818822,-0.02117396153499432,0.00904997767129318,-0.06580504116995958,0.05583033495398093,-0.16932472428683903,0.13897899989671508,0.020121986999393857,0.019352530415276476,-0.16614836442937753,-0.10030278719646757,0.16184311620037056,1.723634571811853e-05,0.03054937027465395,-0.012711318781730277,0.03554902125285128,0.006798913790101845,-0.0194719136485973,-0.08373151880388413,-0.25321295828373847,-0.06907127307213878,0.026582677660177245,0.007884845520565606
Motor current axis 3 (A),0.04231496288867253,0.18197109618107193,-0.09379231827161473,0.030564336412777046,0.002220175988567864,-0.02727695539235146,-0.02132695977927153,0.06158838934947914,-0.09731648425644492,-0.13480627046690621,0.006157593928693366,-0.025242634205622567,0.014241847195712018,-0.06528257188147653,0.05434617720511283,-0.14837498305662514,0.042223484866334524,0.007572337285388112,0.015124839158450379,-0.08913169878520524,-0.05882691502942525,0.14093400840619544,0.008568089816664556,0.042513213885224686,-0.06807494019978061,0.017997574737600455,-0.023674323723503515,-0.09368479510807572,-0.10064981853323693,-0.07342831533708617,0.08135534377829044,0.057786543782852695,0.07267905263603898
"Current L1 / U, min (A)",0.1321940583486061,-0.026381261571434673,-0.028204858731220684,0.06412388398926068,0.01653636543753794,-0.07855649074315946,-0.013881153416995905,0.0036933441435135954,-0.013788235469406851,-0.044187709842431415,0.037595601778441685,-0.009788545195374677,-0.029027650874591155,0.019476737952905023,0.02377967243634348,-0.03194397450102769,0.04868436138260636,0.035603887976927394,-0.008310276864148654,0.03135945629848963,0.01812123058379734,-0.05315228518814802,-0.0075839139514291935,-0.006260267529774838,0.024231643529260865,0.0020602664408235355,0.00010029527612650038,0.012437969114982007,-0.03493412157173553,-0.005205948684468609,-0.03823181686184605,0.029334873329903248,0.010175968024538603
"Current L1 / U, max (A)",0.13951844519899842,0.024924817269019482,0.014217599716868935,-0.009659529832698441,-0.012542502281070065,0.030083918476498512,-0.014775695997435846,-0.017903451543574273,0.014266257968129647,-0.009937332973392722,-0.004597198049402031,0.0047343295439360444,0.006004877189548672,-0.012102903033442764,0.006986909685430519,-0.0368613560735856,-0.023856452355239567,-0.03260017517180906,0.022755064577722185,-0.007833418051321874,-0.03115801741873499,-0.0006919921420815989,0.00255202320795568,-0.0008589378679520563,0.023147878172013466,0.01457839871148258,-0.02825970586011009,-0.020287231925905,0.04397256363347379,-0.031861748335147405,-0.010863683665601757,0.013558321147891444,0.03849231713485423
"Current L1 / U, StdDev (A)",0.11604867055528235,0.07205867431097747,0.04593949478759365,-0.06816286116172983,-0.03103649650971848,0.11358432539478094,-0.011071153563698496,-0.024671525681492477,0.03718709208552333,0.019878878248106628,-0.05155491040254793,0.02932944736539522,0.032421795076065886,-0.035454530573117135,-0.00966499534666266,-0.031353886748518855,-0.08322478913594798,-0.08666617486953185,0.04299688117014279,-0.0482749319359919,-0.07154991003402222,0.060113682806011114,0.012832191002975453,0.005409320664441774,0.0011705521368428097,0.027789257833210165,-0.034939799093398644,-0.06821017929439817,0.10720718776999041,-0.054722082379162686,0.021202772752332927,-0.005689564076612034,0.05932340860276126
"Current L2 / V, max (A)",0.10360308274053179,0.041520255801662076,0.02885398867702932,-0.03309389646759163,-0.00159566170958265,-0.018628435845758674,0.09264541767602784,0.07725746750100296,0.014887960086176542,0.2798718222342234,0.0621468942030681,-0.15612294415168712,0.10215644279445818,0.061836169187773606,-0.03862740951099488,-0.040610329193514295,0.11033082410715693,0.018094063486581862,0.07362974543735773,-0.09560437179493644,-0.00459039993888486,-0.015438163690632136,0.0033005554614612903,0.00033243370386310846,-0.0526336013005525,-0.03920979118041758,0.02439815987487621,-0.00776937872621206,-0.009615187191828245,0.02551419257193558,0.052840812742621854,0.008308470481075782,0.013036730630798087
"Current L3 / W, max (A)",0.10373874410852997,0.04116738129580236,0.02861112653064329,-0.0334407670849585,-0.0017932694902282056,-0.01821859573916072,0.09218816521757783,0.07733706179863128,0.014897412694714457,0.2792500543185193,0.06161979272465733,-0.1559901690790723,0.10266774337821576,0.06162610754233398,-0.03827551735964556,-0.041314416365253674,0.10998278360605608,0.01876375920434646,0.07385790695282898,-0.09518292213074171,-0.005485534647702822,-0.016251510045607123,0.003373750965600569,0.0001707138402076737,-0.0533789308041095,-0.03976156358736474,0.024978690081847856,-0.00791566022909337,-0.010108304575360076,0.0262787279561563,0.05418080889062825,0.008148530178219432,0.014545742087778573
"Current L2 / V, min (A)",0.098577574621685,0.0014355504503683922,-0.004824530062382647,0.020182577725320804,0.009982018716028246,-0.09061410200013424,0.08507919974016973,0.0960356232051901,-0.0036416044036098535,0.22965777792894446,0.09593309833710877,-0.15109736239344218,0.06197139995550523,0.07034333614862903,-0.0038541356974190685,-0.040388069888334655,0.1373700765139562,0.08210537311992654,0.030607367579186053,-0.03313239381550704,0.06136390040079232,-0.10403923052615888,-0.010962483866934622,-0.011068100086754667,-0.062141955814144306,-0.051511578458269924,0.046759222764231986,0.03389950040533744,-0.15717839172521475,0.044911571495555073,-0.053605517058312305,-0.08537007841406133,0.12425543324705307
"Current L2 / V, StdDev (A)",0.08662509733257737,0.07592692876874901,0.05305578452621482,-0.06796775824523676,-0.0038336045343209603,0.03738199354479747,0.08633332480602322,0.05604016023983884,0.029381828170417373,0.27155475186936134,0.01589457577624669,-0.1251405789774315,0.11781354239076794,0.04431776436888207,-0.0582707997543889,-0.02642682431010029,0.06816516299837794,-0.0436150039556962,0.09377974220436507,-0.12852262841765655,-0.05504561137767191,0.07186140003315815,0.015001914156147744,0.011833757289026785,-0.040929358605736404,-0.010620988837821352,0.009577462756441134,-0.05578930821096345,0.12390554249980729,-0.003642365162294936,0.11860872742219469,0.07583113439491977,-0.0879151266983212
"Current L3 / W, min (A)",0.09849195754465971,0.002198098334409398,-0.004845902347175986,0.01977911339082809,0.010373896960045122,-0.09114646327540758,0.08563995744969383,0.09620277165212329,-0.0027186945621927453,0.23046502202079805,0.09621009297602433,-0.15073955471338457,0.06140232859131952,0.07059003224051255,-0.0037470389200091885,-0.04034823384214888,0.13777231803806822,0.08220754846451964,0.029792770223595035,-0.0338717094124113,0.062451092021022656,-0.10326278291982838,-0.011104312130350553,-0.010818700304630526,-0.061030973633561345,-0.051167055252012913,0.04506152059393833,0.03464046698838358,-0.15690514150160814,0.04403201675986814,-0.05471808424300102,-0.08506078237530901,0.12164219201280344
"Current L3 / W, StdDev (A)",0.0866713984839043,0.07499461859367941,0.05347394008140174,-0.06855762839566508,-0.004166903102423515,0.03836810544893182,0.08604835539433978,0.05616027232482613,0.02930719214211508,0.2710037086198998,0.015229707625625649,-0.12518755894200148,0.11857137637896137,0.043950537710394436,-0.058032678266408566,-0.026545205490853263,0.06764532014730966,-0.04323959972136815,0.09370843643531493,-0.1286942556742626,-0.055549799186206825,0.0722041510164591,0.01504966686436949,0.012004753194622537,-0.041995207208693604,-0.010953917970721816,0.01002365517148053,-0.05614701164772097,0.12406265248193551,-0.0035226511886538303,0.11961209010519269,0.07557920981687408,-0.08710199684306662
Rotor speed (RPM),0.13727123431094276,-0.03804861489424554,0.027200099588381477,0.01448965378670376,-0.004765458140288001,-0.008747540263184637,-0.006647796922654278,0.001696227676500482,0.04166420973249078,-0.012399894898659367,-0.005866719674637787,0.04268440357453156,-0.04190871011641626,0.035568173046458276,-0.003586261395186447,-0.0026601592707506494,0.01227966831318677,0.024969633568438048,-0.018324426238626866,-0.0005535511309735124,-0.0017108836332166769,-0.035163241115453936,0.00727280183753139,0.0010647432211224037,0.030324214556843018,-0.021592696131931634,-0.0008313037656238389,0.02538591078764991,-0.01509673259510685,-0.026740581751564716,0.011251449186525608,-0.023310102495723708,-0.02670284016454767
Generator RPM (RPM),0.1372721780139258,-0.038509883595036404,0.026547167766387197,0.014467659196642096,-0.004966672146249577,-0.008534333455964223,-0.006543421543061298,0.002170197281407387,0.04144159705990767,-0.012684910053401794,-0.006007060366906921,0.042432599502035616,-0.04147439522536101,0.035058229850219474,-0.0031222161768918004,-0.003218073626090596,0.012384157655923857,0.02478155817511729,-0.018084446451508675,-2.6008345761626035e-05,-0.0017055384111178563,-0.03561582413492745,0.007460451481544455,0.0010116537836065923,0.030748202757931043,-0.021538073102467113,-0.0007155216397167069,0.025569555148187744,-0.01491534895493274,-0.02644362264138065,0.011613706677552179,-0.02318202432717131,-0.027228933359228553
Gearbox speed (RPM),0.13799818966685284,-0.03866944077945049,0.027740274596400574,0.013608387408923206,-0.0026716449861175187,-0.006928330633474865,-0.009950661568754252,0.0035834482320727676,0.018950190846033044,-0.019194259523885072,-0.011459806909894862,0.01197083181902369,0.0020477842920798776,-0.0031823982647269846,0.0364089127709575,-0.047879339076315836,0.026494177168008868,0.014346867370668282,0.00025410586769502013,0.032595882969164214,0.00225662604224835,-0.052228591939916476,-0.003597084006577729,-0.008917247449624098,0.04898512300247201,-0.009972290458691161,-0.003543279874172786,0.030483981721164132,-0.01902126800124744,-0.0305365651711201,0.00559426142762035,0.002911212852136663,0.016769411661379192
"Generator RPM, Max (RPM)",0.13063546468592768,-0.04314165344137021,0.059048315679428774,-0.03605387514332803,-0.02101315157340306,0.0633023937324473,-0.01062417246884273,0.003095572067218716,0.025182788657797075,-0.015013194921365132,-0.028129060561241637,0.013702851702770484,0.02106721243091884,-0.02057321716679831,0.04378759665078035,-0.05019917400065424,0.01518363921596292,0.010894009698426278,-0.001151120859043839,0.029270640756034805,0.0037779340485654712,-0.06336746328074473,-0.004683479814762921,-0.00811364019493517,0.05713375528669788,-0.02636064652742929,0.004830864134908647,0.03787996718797056,-0.025156364226435322,-0.023464899163029827,-0.005707864524816789,-0.006789731698750395,0.03651635622896801
"Generator RPM, Min (RPM)",0.13044126196800385,-0.03744022058887161,-0.013879434209076646,0.06795000096892097,0.017348878542372822,-0.08706935999206145,-0.008401087833108683,0.015901330659311284,0.0005915208746309438,-0.034137901804817065,0.016661470667482695,0.005748733668597999,-0.025646406517025235,0.020531299315761958,0.03648341756398814,-0.043356078296833946,0.05929436275421738,0.042839835648857905,-0.012634545700094535,0.03954984009761977,0.017524370322836935,-0.060200083216678774,-0.007086777021955181,-0.008699529993082628,0.04294325306593798,-0.011743128894362246,-0.0012524218599273603,0.04658524439214847,-0.05387205049540314,-0.019073110418950448,0.0015670636131180082,0.013200470823788966,0.004374906721175832
"Generator RPM, Standard deviation (RPM)",0.03128521266532797,-0.011555211615412042,0.12222605747901127,-0.16364988721497117,-0.05916784090854512,0.24748486500015945,-0.003253366612655735,-0.023604930588600574,0.06392031799961179,0.04165525022914918,-0.0762892288373443,0.04480093989935025,0.041095596028803485,-0.040681395174197665,0.0008044145254884453,-0.0033191114315450072,-0.07138536934300298,-0.04367659620436955,0.006234650234232723,-0.04154050838265094,-0.028226373983944855,0.0006919580871000489,0.0010249246716224339,0.0010482822426454118,0.006033320141408675,-0.02882586753770105,0.033031425481396676,-0.03991306595714919,0.04307753941450066,-0.01281131590214529,-0.028622973057566836,-0.01874982952448485,0.09078865122742485
"Rotor speed, Max (RPM)",0.13074655791707904,-0.04248675736518983,0.05933663040856637,-0.03559357988898207,-0.020532060786342985,0.06256418804189592,-0.010720955274264744,0.0025201194979168635,0.025844755578086003,-0.01457340277867901,-0.028045584538785372,0.013685820544688337,0.020992116064043817,-0.020324812831561727,0.04384228496557441,-0.05028143506044019,0.015060480718227348,0.010659187181201804,-0.0011442079443875503,0.029156471348776348,0.00382381782632819,-0.06342534292629906,-0.004719138417963351,-0.008096478711603078,0.05708419028459745,-0.025826918458184217,0.0043113648813536175,0.03751785166553245,-0.024490894666375992,-0.023872006659638387,-0.005838210515877853,-0.007601958321691154,0.0365388918513774
"Rotor speed, Min (RPM)",0.13049845368243607,-0.03712593988721921,-0.012901817248916895,0.06772629285200599,0.01744079182801746,-0.08693229569249547,-0.008633075048065762,0.015493598174048424,0.00017185059279455403,-0.03418905808013686,0.01676211960277366,0.005452627122713931,-0.02529229407746671,0.020284866597844547,0.036423130356721116,-0.04326863467593852,0.05939963139054048,0.04279379627590155,-0.012624426572065587,0.03963703124191989,0.01719378380901768,-0.060101606132388644,-0.007048740429488245,-0.008687281305092378,0.04331374781241033,-0.01187042840098693,-0.002047597606731389,0.04701368424576113,-0.053786259428818206,-0.01916226740887403,0.001548676624326395,0.0133223086246021,0.004216477473269711
"Rotor speed, Standard deviation (RPM)",0.0314300264614968,-0.01100115114662573,0.12191086011088383,-0.16339052934987802,-0.05899651058814199,0.2471479837616905,-0.0031939884549210566,-0.023912739448137925,0.06598215780142583,0.04197670813764508,-0.07649034168585131,0.045136808013804465,0.04116596148332056,-0.04055293083620076,0.001280492770121139,-0.004080641445467294,-0.07141820541745171,-0.04360091240597057,0.006106871240292681,-0.04147386402610623,-0.02784103758635842,0.00029392528192704465,0.0009795066677361674,0.0010060159081178646,0.005873844650429835,-0.028067889697677997,0.03332314254040861,-0.04083022638715449,0.04378229369584964,-0.013482023933097269,-0.028229563139571964,-0.020770485368845362,0.09102425774164426
Blade angle (pitch position) A (°),-0.00298549355275107,0.2151473929920253,-0.08261354974645596,0.029562861007606987,0.009533058210150182,-0.049160830091292525,0.002510408894584209,0.07102655164613428,0.1003735489668146,-0.10766261170973158,-0.030416900449527797,0.04356627241132087,-0.026060636685545206,-0.0014318915287171987,0.017543182916163635,-0.06147106278843523,0.06718831376265058,0.0751766383580224,-0.053592531178977464,-0.08889762888898964,-0.018943690544332766,0.02209818653207738,0.006892647576196237,0.01689538347544023,-0.012672166133498173,-0.05560042774112914,0.017353681345154835,-0.004590035461067718,0.014302128696546122,-0.06759858895051998,0.2455392711436094,-0.1633069240857158,-0.03006788714220556
Blade angle (pitch position) B (°),-0.0034552789330882044,0.21499857281050216,-0.08282484280066099,0.029618954588914843,0.009495841591515336,-0.04910605953991444,0.0024565184604334544,0.07038214954609655,0.10140961309677868,-0.10762284142817623,-0.02980096166215329,0.043067528634494937,-0.026160845355335093,-0.0012785859130135086,0.01747532852170439,-0.06196732604069143,0.06760858228630424,0.07551798067629407,-0.053612887639883214,-0.08925900756129747,-0.019019467376144045,0.021956081567130782,0.006890494110832137,0.0168568984344088,-0.012585057991801242,-0.055566524051681755,0.01727783234449902,-0.004629655612340078,0.01427922921033807,-0.06796010284087749,0.2455288310389805,-0.16333306107745896,-0.029691820414722615
Blade angle (pitch position) C (°),-0.003250320508604868,0.21504610509825448,-0.08266683126369118,0.029630114394896698,0.009523151531364883,-0.04922699127967215,0.002438567883352461,0.07062985759964382,0.10121641687677668,-0.10772804465017463,-0.0301783242958372,0.04329999361894932,-0.02601525826638688,-0.0014055661579406797,0.017464471301348487,-0.06163912772358397,0.06742353501075367,0.07533467961002065,-0.05356270222711716,-0.0889798107606535,-0.01901708362189993,0.022057173389821,0.006894092323851361,0.016872354590391075,-0.012484672811608654,-0.055587778427210556,0.01732118594857174,-0.004590546188507343,0.014421963427168541,-0.0678620867194613,0.24587460545878304,-0.1632269599361083,-0.029745254719871404
